id,cycle,setting2,s1,s10,s11,s19,RUL
101,196,0.0019,518.67,1.3,47.91,100.0,15
101,197,0.0,518.67,1.3,48.13,100.0,14
101,198,0.2511,489.05,1.26,45.92,100.0,13
101,199,0.84,449.44,1.02,42.35,100.0,12
101,200,0.62,462.54,0.94,37.18,84.93,11
101,201,0.6215,462.54,0.94,37.12,84.93,10
101,202,0.8418,449.44,1.02,42.45,100.0,9
101,203,0.25,489.05,1.26,45.97,100.0,8
101,204,0.2505,489.05,1.26,46.04,100.0,7
101,205,0.84,445.0,1.02,42.63,100.0,6
101,206,0.8419,445.0,1.02,42.78,100.0,5
101,207,0.62,462.54,0.93,37.26,84.93,4
101,208,0.8407,449.44,1.02,42.51,100.0,3
101,209,0.7,491.19,1.07,45.08,100.0,2
101,210,0.8401,449.44,1.02,42.47,100.0,1
101,211,0.25,489.05,1.26,46.13,100.0,0
102,1,0.8405,445.0,1.02,42.05,100.0,163
102,2,0.7008,491.19,1.08,44.58,100.0,162
102,3,0.7,491.19,1.08,44.3,100.0,161
102,4,0.25,489.05,1.26,45.53,100.0,160
102,5,0.7,491.19,1.07,44.56,100.0,159
102,6,0.84,445.0,1.02,42.17,100.0,158
102,7,0.8408,445.0,1.02,42.08,100.0,157
102,8,0.841,445.0,1.02,42.24,100.0,156
102,9,0.0015,518.67,1.3,47.5,100.0,155
102,10,0.62,462.54,0.94,36.82,84.93,154
102,11,0.0,518.67,1.3,47.67,100.0,153
102,12,0.8419,449.44,1.02,42.06,100.0,152
102,13,0.62,462.54,0.94,36.77,84.93,151
102,14,0.8402,449.44,1.02,42.04,100.0,150
102,15,0.84,445.0,1.02,42.06,100.0,149
102,16,0.0008,518.67,1.3,47.62,100.0,148
102,17,0.7018,491.19,1.08,44.53,100.0,147
102,18,0.84,445.0,1.02,42.24,100.0,146
102,19,0.841,445.0,1.02,42.4,100.0,145
102,20,0.8408,445.0,1.02,42.32,100.0,144
102,21,0.8404,449.44,1.02,41.91,100.0,143
102,22,0.84,449.44,1.02,41.99,100.0,142
102,23,0.8407,449.44,1.02,42.14,100.0,141
102,24,0.62,462.54,0.94,36.61,84.93,140
102,25,0.84,445.0,1.02,42.11,100.0,139
102,26,0.8415,445.0,1.02,42.0,100.0,138
102,27,0.6203,462.54,0.94,36.77,84.93,137
102,28,0.62,462.54,0.94,36.83,84.93,136
102,29,0.8419,445.0,1.02,42.08,100.0,135
102,30,0.6212,462.54,0.94,36.78,84.93,134
102,31,0.0,518.67,1.3,47.49,100.0,133
102,32,0.0,518.67,1.3,47.61,100.0,132
102,33,0.7,491.19,1.08,44.53,100.0,131
102,34,0.0,518.67,1.3,47.6,100.0,130
102,35,0.8409,445.0,1.02,42.08,100.0,129
102,36,0.7008,491.19,1.08,44.57,100.0,128
102,37,0.6215,462.54,0.94,36.84,84.93,127
102,38,0.6204,462.54,0.94,36.64,84.93,126
102,39,0.25,489.05,1.26,45.43,100.0,125
102,40,0.84,445.0,1.02,42.3,100.0,124
102,41,0.84,449.44,1.02,41.97,100.0,123
102,42,0.2516,489.05,1.26,45.41,100.0,122
102,43,0.0017,518.67,1.3,47.49,100.0,121
102,44,0.2512,489.05,1.26,45.44,100.0,120
102,45,0.841,449.44,1.02,42.1,100.0,119
102,46,0.2504,489.05,1.26,45.6,100.0,118
102,47,0.0019,518.67,1.3,47.55,100.0,117
102,48,0.84,449.44,1.02,41.88,100.0,116
102,49,0.84,449.44,1.02,42.17,100.0,115
102,50,0.84,445.0,1.02,42.08,100.0,114
102,51,0.25,489.05,1.26,45.45,100.0,113
102,52,0.8404,445.0,1.02,42.24,100.0,112
102,53,0.2506,489.05,1.26,45.49,100.0,111
102,54,0.6201,462.54,0.94,36.65,84.93,110
102,55,0.8417,445.0,1.02,42.22,100.0,109
102,56,0.2513,489.05,1.26,45.52,100.0,108
102,57,0.62,462.54,0.94,36.9,84.93,107
102,58,0.62,462.54,0.94,36.79,84.93,106
102,59,0.84,445.0,1.02,42.36,100.0,105
102,60,0.0,518.67,1.3,47.5,100.0,104
102,61,0.0006,518.67,1.3,47.48,100.0,103
102,62,0.2512,489.05,1.26,45.48,100.0,102
102,63,0.7015,491.19,1.07,44.46,100.0,101
102,64,0.2507,489.05,1.26,45.74,100.0,100
102,65,0.0011,518.67,1.3,47.48,100.0,99
102,66,0.2514,489.05,1.26,45.53,100.0,98
102,67,0.84,449.44,1.02,42.16,100.0,97
102,68,0.252,489.05,1.26,45.5,100.0,96
102,69,0.7016,491.19,1.08,44.6,100.0,95
102,70,0.8414,449.44,1.02,41.93,100.0,94
102,71,0.0,518.67,1.3,47.6,100.0,93
102,72,0.0003,518.67,1.3,47.5,100.0,92
102,73,0.8407,449.44,1.02,41.9,100.0,91
102,74,0.0018,518.67,1.3,47.65,100.0,90
102,75,0.0001,518.67,1.3,47.61,100.0,89
102,76,0.7019,491.19,1.08,44.62,100.0,88
102,77,0.25,489.05,1.26,45.46,100.0,87
102,78,0.25,489.05,1.26,45.47,100.0,86
102,79,0.8413,449.44,1.02,41.97,100.0,85
102,80,0.7016,491.19,1.08,44.5,100.0,84
102,81,0.62,462.54,0.94,37.04,84.93,83
102,82,0.8412,445.0,1.02,42.29,100.0,82
102,83,0.0013,518.67,1.3,47.68,100.0,81
102,84,0.2519,489.05,1.26,45.35,100.0,80
102,85,0.62,462.54,0.94,36.92,84.93,79
102,86,0.8401,445.0,1.02,42.41,100.0,78
102,87,0.0015,518.67,1.3,47.75,100.0,77
102,88,0.84,445.0,1.02,42.22,100.0,76
102,89,0.0001,518.67,1.3,47.61,100.0,75
102,90,0.7,491.19,1.07,44.66,100.0,74
102,91,0.2501,489.05,1.26,45.53,100.0,73
102,92,0.62,462.54,0.94,36.85,84.93,72
102,93,0.7,491.19,1.08,44.6,100.0,71
102,94,0.0001,518.67,1.3,47.71,100.0,70
102,95,0.7,491.19,1.07,44.51,100.0,69
102,96,0.8415,449.44,1.02,42.22,100.0,68
102,97,0.841,445.0,1.02,42.28,100.0,67
102,98,0.7,491.19,1.08,44.43,100.0,66
102,99,0.84,449.44,1.02,42.05,100.0,65
102,100,0.6216,462.54,0.94,36.89,84.93,64
102,101,0.6203,462.54,0.94,36.75,84.93,63
102,102,0.0011,518.67,1.3,47.71,100.0,62
102,103,0.84,445.0,1.02,42.4,100.0,61
102,104,0.0,518.67,1.3,47.8,100.0,60
102,105,0.7,491.19,1.08,44.45,100.0,59
102,106,0.84,449.44,1.02,42.19,100.0,58
102,107,0.84,445.0,1.02,42.28,100.0,57
102,108,0.62,462.54,0.94,36.9,84.93,56
102,109,0.0,518.67,1.3,47.74,100.0,55
102,110,0.7,491.19,1.08,44.48,100.0,54
102,111,0.84,445.0,1.02,42.24,100.0,53
102,112,0.0,518.67,1.3,47.7,100.0,52
102,113,0.84,445.0,1.02,42.44,100.0,51
102,114,0.7,491.19,1.07,44.38,100.0,50
102,115,0.84,449.44,1.02,42.07,100.0,49
102,116,0.8415,445.0,1.02,42.32,100.0,48
102,117,0.6203,462.54,0.94,36.97,84.93,47
102,118,0.25,489.05,1.26,45.64,100.0,46
102,119,0.8416,445.0,1.02,42.37,100.0,45
102,120,0.0004,518.67,1.3,47.77,100.0,44
102,121,0.8405,449.44,1.02,42.11,100.0,43
102,122,0.8415,445.0,1.02,42.18,100.0,42
102,123,0.84,449.44,1.02,42.11,100.0,41
102,124,0.2507,489.05,1.26,45.62,100.0,40
102,125,0.6209,462.54,0.94,36.86,84.93,39
102,126,0.84,449.44,1.02,42.09,100.0,38
102,127,0.7,491.19,1.07,44.52,100.0,37
102,128,0.6213,462.54,0.94,36.88,84.93,36
102,129,0.6204,462.54,0.94,37.05,84.93,35
102,130,0.2509,489.05,1.26,45.64,100.0,34
102,131,0.84,449.44,1.02,42.22,100.0,33
102,132,0.8419,445.0,1.02,42.33,100.0,32
102,133,0.0,518.67,1.3,47.82,100.0,31
102,134,0.0,518.67,1.3,47.84,100.0,30
102,135,0.25,489.05,1.26,45.85,100.0,29
102,136,0.25,489.05,1.26,45.83,100.0,28
102,137,0.25,489.05,1.26,45.85,100.0,27
102,138,0.7,491.19,1.08,44.52,100.0,26
102,139,0.7,491.19,1.08,44.78,100.0,25
102,140,0.2501,489.05,1.26,45.55,100.0,24
102,141,0.6201,462.54,0.94,36.96,84.93,23
102,142,0.8406,445.0,1.02,42.42,100.0,22
102,143,0.0,518.67,1.3,47.92,100.0,21
102,144,0.8401,445.0,1.02,42.41,100.0,20
102,145,0.8406,445.0,1.02,42.4,100.0,19
102,146,0.7,491.19,1.07,44.75,100.0,18
102,147,0.25,489.05,1.26,45.98,100.0,17
102,148,0.84,445.0,1.02,42.46,100.0,16
102,149,0.6206,462.54,0.94,37.21,84.93,15
102,150,0.62,462.54,0.94,37.05,84.93,14
102,151,0.7,491.19,1.08,44.74,100.0,13
102,152,0.62,462.54,0.94,37.11,84.93,12
102,153,0.25,489.05,1.26,45.72,100.0,11
102,154,0.8419,449.44,1.02,42.4,100.0,10
102,155,0.0012,518.67,1.3,47.9,100.0,9
102,156,0.0,518.67,1.3,48.02,100.0,8
102,157,0.2517,489.05,1.26,45.94,100.0,7
102,158,0.8405,445.0,1.03,42.61,100.0,6
102,159,0.84,449.44,1.02,42.33,100.0,5
102,160,0.8417,449.44,1.02,42.47,100.0,4
102,161,0.2511,489.05,1.26,45.98,100.0,3
102,162,0.84,445.0,1.02,42.65,100.0,2
102,163,0.2502,489.05,1.26,45.96,100.0,1
102,164,0.84,445.0,1.02,42.73,100.0,0
103,1,0.84,445.0,1.02,41.79,100.0,279
103,2,0.2503,489.05,1.26,45.02,100.0,278
103,3,0.8413,449.44,1.02,41.6,100.0,277
103,4,0.0012,518.67,1.3,47.22,100.0,276
103,5,0.2518,489.05,1.26,45.2,100.0,275
103,6,0.8411,449.44,1.02,41.93,100.0,274
103,7,0.0,518.67,1.3,47.17,100.0,273
103,8,0.8412,445.0,1.02,41.91,100.0,272
103,9,0.84,445.0,1.02,41.9,100.0,271
103,10,0.84,445.0,1.02,41.87,100.0,270
103,11,0.001,518.67,1.3,47.33,100.0,269
103,12,0.8412,445.0,1.02,41.99,100.0,268
103,13,0.0016,518.67,1.3,47.17,100.0,267
103,14,0.6205,462.54,0.94,36.48,84.93,266
103,15,0.84,445.0,1.02,41.98,100.0,265
103,16,0.8415,445.0,1.02,41.88,100.0,264
103,17,0.2504,489.05,1.26,45.04,100.0,263
103,18,0.84,449.44,1.02,41.85,100.0,262
103,19,0.8403,445.0,1.02,41.85,100.0,261
103,20,0.8411,445.0,1.02,41.98,100.0,260
103,21,0.7,491.19,1.08,44.19,100.0,259
103,22,0.8404,449.44,1.02,41.74,100.0,258
103,23,0.0,518.67,1.3,47.15,100.0,257
103,24,0.0018,518.67,1.3,47.32,100.0,256
103,25,0.84,445.0,1.02,41.99,100.0,255
103,26,0.25,489.05,1.26,45.35,100.0,254
103,27,0.8415,449.44,1.02,41.71,100.0,253
103,28,0.84,449.44,1.02,41.74,100.0,252
103,29,0.8405,449.44,1.02,41.75,100.0,251
103,30,0.6217,462.54,0.94,36.59,84.93,250
103,31,0.7013,491.19,1.08,44.11,100.0,249
103,32,0.2513,489.05,1.26,45.25,100.0,248
103,33,0.2519,489.05,1.26,45.26,100.0,247
103,34,0.8414,445.0,1.02,42.0,100.0,246
103,35,0.6211,462.54,0.94,36.58,84.93,245
103,36,0.8414,449.44,1.02,41.76,100.0,244
103,37,0.7004,491.19,1.08,44.2,100.0,243
103,38,0.0,518.67,1.3,47.17,100.0,242
103,39,0.7001,491.19,1.08,44.27,100.0,241
103,40,0.84,445.0,1.02,41.91,100.0,240
103,41,0.2513,489.05,1.26,45.4,100.0,239
103,42,0.84,449.44,1.02,41.59,100.0,238
103,43,0.84,445.0,1.02,42.04,100.0,237
103,44,0.62,462.54,0.94,36.6,84.93,236
103,45,0.2512,489.05,1.26,45.15,100.0,235
103,46,0.2519,489.05,1.26,45.13,100.0,234
103,47,0.25,489.05,1.26,45.21,100.0,233
103,48,0.0,518.67,1.3,47.15,100.0,232
103,49,0.7017,491.19,1.07,44.21,100.0,231
103,50,0.62,462.54,0.94,36.53,84.93,230
103,51,0.8416,449.44,1.02,41.8,100.0,229
103,52,0.7001,491.19,1.08,44.24,100.0,228
103,53,0.2506,489.05,1.26,45.21,100.0,227
103,54,0.8404,445.0,1.02,41.92,100.0,226
103,55,0.0,518.67,1.3,47.17,100.0,225
103,56,0.8404,449.44,1.02,41.7,100.0,224
103,57,0.8401,445.0,1.02,41.93,100.0,223
103,58,0.2509,489.05,1.26,45.2,100.0,222
103,59,0.0,518.67,1.3,47.36,100.0,221
103,60,0.8408,445.0,1.02,41.85,100.0,220
103,61,0.0012,518.67,1.3,47.33,100.0,219
103,62,0.0,518.67,1.3,47.48,100.0,218
103,63,0.84,449.44,1.03,41.81,100.0,217
103,64,0.0012,518.67,1.3,47.2,100.0,216
103,65,0.8416,445.0,1.02,41.98,100.0,215
103,66,0.8412,445.0,1.02,41.9,100.0,214
103,67,0.7,491.19,1.08,44.19,100.0,213
103,68,0.84,445.0,1.02,41.82,100.0,212
103,69,0.84,445.0,1.02,42.14,100.0,211
103,70,0.62,462.54,0.94,36.62,84.93,210
103,71,0.84,449.44,1.02,41.85,100.0,209
103,72,0.84,445.0,1.02,41.84,100.0,208
103,73,0.62,462.54,0.94,36.58,84.93,207
103,74,0.0,518.67,1.3,47.18,100.0,206
103,75,0.62,462.54,0.94,36.65,84.93,205
103,76,0.2518,489.05,1.26,45.17,100.0,204
103,77,0.8415,445.0,1.02,42.01,100.0,203
103,78,0.62,462.54,0.94,36.61,84.93,202
103,79,0.84,445.0,1.02,42.03,100.0,201
103,80,0.8417,449.44,1.02,41.81,100.0,200
103,81,0.251,489.05,1.26,45.37,100.0,199
103,82,0.8402,445.0,1.02,42.12,100.0,198
103,83,0.0,518.67,1.3,47.28,100.0,197
103,84,0.0,518.67,1.3,47.35,100.0,196
103,85,0.6218,462.54,0.94,36.59,84.93,195
103,86,0.841,445.0,1.02,41.74,100.0,194
103,87,0.7017,491.19,1.07,44.26,100.0,193
103,88,0.84,445.0,1.02,42.05,100.0,192
103,89,0.6216,462.54,0.94,36.65,84.93,191
103,90,0.62,462.54,0.94,36.52,84.93,190
103,91,0.62,462.54,0.94,36.48,84.93,189
103,92,0.84,445.0,1.02,41.87,100.0,188
103,93,0.62,462.54,0.94,36.57,84.93,187
103,94,0.0,518.67,1.3,47.51,100.0,186
103,95,0.84,449.44,1.02,41.85,100.0,185
103,96,0.0,518.67,1.3,47.35,100.0,184
103,97,0.7,491.19,1.08,44.17,100.0,183
103,98,0.7019,491.19,1.08,44.13,100.0,182
103,99,0.84,445.0,1.02,42.05,100.0,181
103,100,0.8414,445.0,1.02,41.95,100.0,180
103,101,0.7,491.19,1.08,44.45,100.0,179
103,102,0.62,462.54,0.94,36.67,84.93,178
103,103,0.0,518.67,1.3,47.54,100.0,177
103,104,0.62,462.54,0.94,36.63,84.93,176
103,105,0.2508,489.05,1.26,45.13,100.0,175
103,106,0.7007,491.19,1.08,44.33,100.0,174
103,107,0.6207,462.54,0.94,36.68,84.93,173
103,108,0.8408,449.44,1.02,41.97,100.0,172
103,109,0.7016,491.19,1.08,44.37,100.0,171
103,110,0.2507,489.05,1.26,45.43,100.0,170
103,111,0.0,518.67,1.3,47.43,100.0,169
103,112,0.8417,449.44,1.02,41.8,100.0,168
103,113,0.2519,489.05,1.26,45.1,100.0,167
103,114,0.7,491.19,1.07,44.17,100.0,166
103,115,0.84,445.0,1.02,42.04,100.0,165
103,116,0.84,445.0,1.02,42.0,100.0,164
103,117,0.0008,518.67,1.3,47.21,100.0,163
103,118,0.0,518.67,1.3,47.32,100.0,162
103,119,0.8409,445.0,1.02,41.96,100.0,161
103,120,0.7001,491.19,1.08,44.17,100.0,160
103,121,0.6214,462.54,0.94,36.79,84.93,159
103,122,0.8415,449.44,1.03,41.77,100.0,158
103,123,0.8409,445.0,1.02,42.01,100.0,157
103,124,0.84,445.0,1.02,42.14,100.0,156
103,125,0.25,489.05,1.26,45.26,100.0,155
103,126,0.62,462.54,0.94,36.8,84.93,154
103,127,0.25,489.05,1.26,45.27,100.0,153
103,128,0.8417,445.0,1.02,41.92,100.0,152
103,129,0.7013,491.19,1.08,44.31,100.0,151
103,130,0.25,489.05,1.26,45.43,100.0,150
103,131,0.6205,462.54,0.94,36.75,84.93,149
103,132,0.84,449.44,1.02,41.79,100.0,148
103,133,0.84,449.44,1.03,41.89,100.0,147
103,134,0.251,489.05,1.26,45.29,100.0,146
103,135,0.8408,445.0,1.02,42.1,100.0,145
103,136,0.8408,449.44,1.02,41.72,100.0,144
103,137,0.62,462.54,0.94,36.36,84.93,143
103,138,0.84,449.44,1.02,41.73,100.0,142
103,139,0.0002,518.67,1.3,47.32,100.0,141
103,140,0.2502,489.05,1.26,45.29,100.0,140
103,141,0.2503,489.05,1.26,45.2,100.0,139
103,142,0.25,489.05,1.26,45.35,100.0,138
103,143,0.2511,489.05,1.26,45.37,100.0,137
103,144,0.84,445.0,1.02,42.05,100.0,136
103,145,0.62,462.54,0.94,36.6,84.93,135
103,146,0.252,489.05,1.26,45.3,100.0,134
103,147,0.84,445.0,1.02,41.79,100.0,133
103,148,0.7,491.19,1.08,44.43,100.0,132
103,149,0.25,489.05,1.26,45.31,100.0,131
103,150,0.62,462.54,0.94,36.65,84.93,130
103,151,0.7011,491.19,1.08,44.43,100.0,129
103,152,0.8401,445.0,1.02,41.81,100.0,128
103,153,0.7,491.19,1.08,44.2,100.0,127
103,154,0.2512,489.05,1.26,45.29,100.0,126
103,155,0.6206,462.54,0.94,36.51,84.93,125
103,156,0.0002,518.67,1.3,47.37,100.0,124
103,157,0.7003,491.19,1.08,44.55,100.0,123
103,158,0.8416,445.0,1.02,42.21,100.0,122
103,159,0.8401,445.0,1.02,41.76,100.0,121
103,160,0.7005,491.19,1.08,44.43,100.0,120
103,161,0.2502,489.05,1.26,45.53,100.0,119
103,162,0.25,489.05,1.26,45.47,100.0,118
103,163,0.702,491.19,1.08,44.32,100.0,117
103,164,0.84,445.0,1.02,42.06,100.0,116
103,165,0.25,489.05,1.26,45.32,100.0,115
103,166,0.8411,445.0,1.02,42.02,100.0,114
103,167,0.62,462.54,0.94,36.68,84.93,113
103,168,0.84,445.0,1.02,42.05,100.0,112
103,169,0.8413,449.44,1.02,41.77,100.0,111
103,170,0.7,491.19,1.08,44.58,100.0,110
103,171,0.62,462.54,0.94,36.81,84.93,109
103,172,0.0,518.67,1.3,47.42,100.0,108
103,173,0.7013,491.19,1.08,44.27,100.0,107
103,174,0.7,491.19,1.08,44.43,100.0,106
103,175,0.7,491.19,1.08,44.44,100.0,105
103,176,0.0,518.67,1.3,47.38,100.0,104
103,177,0.25,489.05,1.26,45.63,100.0,103
103,178,0.7001,491.19,1.08,44.29,100.0,102
103,179,0.84,449.44,1.02,41.86,100.0,101
103,180,0.6202,462.54,0.94,36.87,84.93,100
103,181,0.84,445.0,1.02,42.19,100.0,99
103,182,0.8404,445.0,1.02,42.06,100.0,98
103,183,0.8403,445.0,1.02,42.17,100.0,97
103,184,0.62,462.54,0.94,36.84,84.93,96
103,185,0.7019,491.19,1.08,44.27,100.0,95
103,186,0.84,445.0,1.02,42.27,100.0,94
103,187,0.84,449.44,1.02,41.82,100.0,93
103,188,0.62,462.54,0.94,36.85,84.93,92
103,189,0.7,491.19,1.08,44.5,100.0,91
103,190,0.84,449.44,1.02,41.86,100.0,90
103,191,0.8413,445.0,1.02,41.96,100.0,89
103,192,0.84,449.44,1.02,42.03,100.0,88
103,193,0.841,445.0,1.02,42.1,100.0,87
103,194,0.84,445.0,1.02,42.14,100.0,86
103,195,0.84,445.0,1.02,42.14,100.0,85
103,196,0.6203,462.54,0.94,36.75,84.93,84
103,197,0.6214,462.54,0.94,37.04,84.93,83
103,198,0.25,489.05,1.26,45.68,100.0,82
103,199,0.0,518.67,1.3,47.43,100.0,81
103,200,0.7,491.19,1.08,44.45,100.0,80
103,201,0.0,518.67,1.3,47.65,100.0,79
103,202,0.25,489.05,1.26,45.31,100.0,78
103,203,0.6205,462.54,0.94,36.69,84.93,77
103,204,0.2514,489.05,1.26,45.49,100.0,76
103,205,0.8405,445.0,1.02,42.17,100.0,75
103,206,0.8416,449.44,1.02,42.09,100.0,74
103,207,0.8404,445.0,1.02,42.13,100.0,73
103,208,0.8416,449.44,1.02,42.04,100.0,72
103,209,0.25,489.05,1.26,45.45,100.0,71
103,210,0.7,491.19,1.08,44.49,100.0,70
103,211,0.7,491.19,1.08,44.38,100.0,69
103,212,0.8409,445.0,1.02,42.39,100.0,68
103,213,0.0,518.67,1.3,47.67,100.0,67
103,214,0.8413,449.44,1.02,42.17,100.0,66
103,215,0.841,449.44,1.02,42.08,100.0,65
103,216,0.84,445.0,1.02,42.22,100.0,64
103,217,0.0,518.67,1.3,47.85,100.0,63
103,218,0.7,491.19,1.08,44.59,100.0,62
103,219,0.25,489.05,1.26,45.59,100.0,61
103,220,0.0017,518.67,1.3,47.68,100.0,60
103,221,0.2506,489.05,1.26,45.48,100.0,59
103,222,0.84,449.44,1.02,42.21,100.0,58
103,223,0.8414,449.44,1.02,42.19,100.0,57
103,224,0.0,518.67,1.3,47.61,100.0,56
103,225,0.6201,462.54,0.94,36.87,84.93,55
103,226,0.0013,518.67,1.3,47.8,100.0,54
103,227,0.84,445.0,1.02,42.24,100.0,53
103,228,0.841,449.44,1.02,41.99,100.0,52
103,229,0.8408,445.0,1.02,42.19,100.0,51
103,230,0.62,462.54,0.94,36.84,84.93,50
103,231,0.7018,491.19,1.08,44.73,100.0,49
103,232,0.842,449.44,1.02,41.85,100.0,48
103,233,0.8404,449.44,1.02,42.33,100.0,47
103,234,0.8409,449.44,1.02,42.17,100.0,46
103,235,0.25,489.05,1.26,45.75,100.0,45
103,236,0.0018,518.67,1.3,47.8,100.0,44
103,237,0.6216,462.54,0.94,36.8,84.93,43
103,238,0.0,518.67,1.3,47.75,100.0,42
103,239,0.8416,445.0,1.02,42.11,100.0,41
103,240,0.8405,445.0,1.02,42.5,100.0,40
103,241,0.8411,449.44,1.02,42.12,100.0,39
103,242,0.62,462.54,0.94,36.81,84.93,38
103,243,0.841,449.44,1.02,42.39,100.0,37
103,244,0.8405,445.0,1.02,42.49,100.0,36
103,245,0.0,518.67,1.3,47.92,100.0,35
103,246,0.0,518.67,1.3,47.71,100.0,34
103,247,0.0006,518.67,1.3,48.01,100.0,33
103,248,0.84,445.0,1.02,42.35,100.0,32
103,249,0.84,449.44,1.02,42.27,100.0,31
103,250,0.0008,518.67,1.3,47.92,100.0,30
103,251,0.8406,449.44,1.02,42.27,100.0,29
103,252,0.62,462.54,0.94,37.07,84.93,28
103,253,0.8413,445.0,1.02,42.56,100.0,27
103,254,0.0,518.67,1.3,47.95,100.0,26
103,255,0.7,491.19,1.07,44.79,100.0,25
103,256,0.84,445.0,1.02,42.37,100.0,24
103,257,0.62,462.54,0.94,37.03,84.93,23
103,258,0.84,445.0,1.02,42.73,100.0,22
103,259,0.2514,489.05,1.26,45.82,100.0,21
103,260,0.6218,462.54,0.94,37.17,84.93,20
103,261,0.84,445.0,1.02,42.4,100.0,19
103,262,0.8419,445.0,1.02,42.52,100.0,18
103,263,0.7,491.19,1.07,44.79,100.0,17
103,264,0.62,462.54,0.94,37.14,84.93,16
103,265,0.25,489.05,1.26,45.92,100.0,15
103,266,0.84,449.44,1.02,42.52,100.0,14
103,267,0.84,445.0,1.02,42.69,100.0,13
103,268,0.8406,449.44,1.02,42.62,100.0,12
103,269,0.8406,445.0,1.02,42.77,100.0,11
103,270,0.8401,445.0,1.02,42.83,100.0,10
103,271,0.7,491.19,1.07,44.95,100.0,9
103,272,0.2514,489.05,1.26,46.02,100.0,8
103,273,0.84,449.44,1.02,42.43,100.0,7
103,274,0.0,518.67,1.3,48.08,100.0,6
103,275,0.2503,489.05,1.26,46.23,100.0,5
103,276,0.62,462.54,0.94,37.12,84.93,4
103,277,0.8413,445.0,1.02,42.67,100.0,3
103,278,0.252,489.05,1.26,46.1,100.0,2
103,279,0.7002,491.19,1.07,45.04,100.0,1
103,280,0.7002,491.19,1.07,45.18,100.0,0
104,1,0.84,449.44,1.02,41.54,100.0,227
104,2,0.84,449.44,1.02,41.73,100.0,226
104,3,0.7003,491.19,1.08,43.8,100.0,225
104,4,0.7015,491.19,1.08,44.17,100.0,224
104,5,0.8414,445.0,1.02,41.84,100.0,223
104,6,0.7,491.19,1.08,44.08,100.0,222
104,7,0.0007,518.67,1.3,47.13,100.0,221
104,8,0.25,489.05,1.26,45.16,100.0,220
104,9,0.25,489.05,1.26,45.06,100.0,219
104,10,0.8412,449.44,1.02,41.69,100.0,218
104,11,0.8407,445.0,1.02,41.86,100.0,217
104,12,0.62,462.54,0.94,36.58,84.93,216
104,13,0.2512,489.05,1.26,44.93,100.0,215
104,14,0.7,491.19,1.08,44.2,100.0,214
104,15,0.6207,462.54,0.94,36.56,84.93,213
104,16,0.8408,445.0,1.02,41.68,100.0,212
104,17,0.841,445.0,1.02,41.81,100.0,211
104,18,0.6206,462.54,0.94,36.41,84.93,210
104,19,0.8415,449.44,1.02,41.66,100.0,209
104,20,0.7,491.19,1.08,44.16,100.0,208
104,21,0.0,518.67,1.3,46.99,100.0,207
104,22,0.84,445.0,1.02,41.61,100.0,206
104,23,0.6212,462.54,0.94,36.48,84.93,205
104,24,0.84,445.0,1.02,41.87,100.0,204
104,25,0.7,491.19,1.08,44.0,100.0,203
104,26,0.0,518.67,1.3,47.14,100.0,202
104,27,0.6206,462.54,0.94,36.46,84.93,201
104,28,0.8413,449.44,1.02,41.66,100.0,200
104,29,0.84,445.0,1.02,41.69,100.0,199
104,30,0.0,518.67,1.3,47.08,100.0,198
104,31,0.7017,491.19,1.08,44.1,100.0,197
104,32,0.7016,491.19,1.08,44.12,100.0,196
104,33,0.8411,445.0,1.02,41.71,100.0,195
104,34,0.0006,518.67,1.3,47.07,100.0,194
104,35,0.6203,462.54,0.94,36.7,84.93,193
104,36,0.25,489.05,1.26,45.02,100.0,192
104,37,0.84,449.44,1.02,41.55,100.0,191
104,38,0.0,518.67,1.3,47.25,100.0,190
104,39,0.0,518.67,1.3,47.24,100.0,189
104,40,0.7,491.19,1.08,44.0,100.0,188
104,41,0.84,445.0,1.02,41.89,100.0,187
104,42,0.84,445.0,1.02,41.72,100.0,186
104,43,0.6202,462.54,0.94,36.45,84.93,185
104,44,0.8413,445.0,1.02,41.69,100.0,184
104,45,0.84,445.0,1.02,41.82,100.0,183
104,46,0.25,489.05,1.26,44.99,100.0,182
104,47,0.84,445.0,1.02,41.87,100.0,181
104,48,0.84,445.0,1.02,41.96,100.0,180
104,49,0.25,489.05,1.26,45.04,100.0,179
104,50,0.6215,462.54,0.94,36.3,84.93,178
104,51,0.84,445.0,1.02,41.78,100.0,177
104,52,0.84,445.0,1.02,41.75,100.0,176
104,53,0.7,491.19,1.08,43.94,100.0,175
104,54,0.62,462.54,0.94,36.29,84.93,174
104,55,0.8401,449.44,1.02,41.46,100.0,173
104,56,0.8403,449.44,1.02,41.64,100.0,172
104,57,0.8408,449.44,1.02,41.71,100.0,171
104,58,0.62,462.54,0.94,36.5,84.93,170
104,59,0.84,449.44,1.02,41.5,100.0,169
104,60,0.8416,445.0,1.02,41.94,100.0,168
104,61,0.0001,518.67,1.3,47.07,100.0,167
104,62,0.7,491.19,1.08,44.0,100.0,166
104,63,0.84,449.44,1.02,41.79,100.0,165
104,64,0.001,518.67,1.3,47.23,100.0,164
104,65,0.8413,449.44,1.02,41.57,100.0,163
104,66,0.84,449.44,1.02,41.7,100.0,162
104,67,0.2507,489.05,1.26,45.26,100.0,161
